index 242
DMU 150
input 2
output 2
instance 2
DMU   i1   i2   o1   o2   eff  err
  1   28   38   39   43    90   11
  2   11   14   19   20    99    7
  3   29   40   45   50    88   17
  4   20   37   39   46    84   18
  5   11   10   20   20    65   13
  6   14   43   25   34    64   11
  7   18   49   34   45    73   15
  8   40   19   30   23    63    8
  9   14   16   32   33    89   19
 10   19   32   36   41    85   17
 11   41   42   41   42    64   15
 12   15   35   18   25    69    4
 13   44   47   43   44    70   12
 14   46   25   46   36   100    6
 15   27   20   33   31    60   18
 16   28   41   31   35    61   12
 17   25   11   31   26    77   15
 18   13   29   36   44   100   19
 19   13   24   27   30    62   17
 20   19   17   27   26    91   10
 21   36   33   44   43    95   11
 22   30   18   27   22    83    5
 23   33   36   29   30    76    3
 24   45   49   32   34    70    0
 25   10   22   32   37    89   20
 26   33   42   50   54    88   19
 27   38   21   31   24    80    4
 28   50   50   54   54    99    4
 29   41   22   33   26    69    8
 30   14   22   33   36    80   20
 31   16   22   12   14    63    1
 32   14   16   31   32    91   18
 33   45   13   36   21    92    2
 34   18   37   39   48    93   18
 35   10   48   33   50    90   15
 36   31   22   32   28    94    5
 37   14   19   30   32    96   15
 38   40   33   49   47    85   17
 39   37   35   48   48    78   20
 40   30   41   27   31    74    3
 41   38   44   48   50    74   19
 42   11   43   13   23    63    1
 43   31   31   34   34    69   13
 44   26   36   41   46    89   16
 45   35   11   27   19    66    8
 46   12   20   21   24    71   11
 47   23   10   20   14    85    3
 48   22   39   35   43    88   12
 49   30   41   30   34    74    6
 50   38   21   33   26    80    6
 51   40   37   34   33    71    6
 52   20   18   27   26    75   12
 53   33   13   26   17    85    2
 54   17   45   33   44    81   13
 55   19   34   23   29    83    4
 56   44   11   40   29    69   16
 57   44   23   51   41    99   13
 58   49   16   47   33    84   13
 59   34   18   33   27    74   11
 60   32   25   35   32    84   10
 61   25   36   40   45    86   16
 62   20   28   27   30    72   11
 63   40   24   39   32    92    6
 64   31   48   42   48    74   16
 65   24   34   34   38    81   12
 66   36   36   46   46    89   14
 67   26   17   29   27    65   14
 68   45   18   43   35    63   19
 69   28   45   30   37    92    0
 70   17   11   22   20    77   10
 71   34   11   37   28    87   13
 72   14   22   29   33    96   14
 73   25   28   41   43    87   19
 74   44   23   45   35    93    9
 75   17   33   17   23    76    1
 76   25   38   42   48    89   17
 77   41   26   54   47    97   18
 78   38   26   22   18    63    0
 79   37   19   26   19    74    2
 80   42   18   45   35    91   13
 81   47   46   41   41    64   11
 82   48   20   41   32    64   15
 83   15   37   26   37   100    5
 84   18   13   25   23    91   10
 85   16   13   30   29    93   16
 86   17   22   27   29    68   15
 87   34   27   30   28    65    9
 88   42   23   35   27    80    5
 89   22   48   29   41    88    4
 90   24   12   22   17    76    6
 91   23   11   27   24    62   15
 92   12   47   18   30    68    4
 93   45   48   34   35    62    6
 94   35   40   38   40    79    9
 95   28   17   38   32    98   13
 96   19   17   22   21    64   10
 97   13   49   29   45    96    7
 98   34   13   23   16    63    5
 99   21   37   27   33    73    9
100   17   26   19   24    95    1
101   13   30   22   29    95    5
102   40   23   51   44    90   19
103   46   48   35   35    64    5
104   37   25   27   23    67    4
105   36   37   49   49    85   18
106   25   50   38   49    90   10
107   38   48   43   46    73   13
108   42   23   33   25    83    2
109   49   15   40   27    77    9
110   40   49   38   42    83    3
111   46   14   43   32    71   16
112   42   48   40   42    87    2
113   24   35   25   28    63    8
114   12   46   38   54    99   17
115   17   36   29   38    96    8
116   29   13   42   34   100   17
117   34   42   36   38    68   11
118   19   46   39   50    85   17
119   47   42   35   34    71    3
120   31   20   33   28    89    8
121   36   44   41   45    95    5
122   25   49   37   47    88    9
123   30   28   31   30    67   11
124   39   35   44   42    86   11
125   23   26   27   28    69   11
126   30   38   31   34    86    3
127   13   26   24   28    65   13
128   17   50   18   28    63    2
129   11   32   24   31    63   14
130   44   13   44   30    93   11
131   49   43   40   38    66    9
132   47   48   32   33    64    2
133   28   11   31   26    61   17
134   41   46   54   56    87   17
135   38   29   35   32    85    5
136   44   36   44   41    76   12
137   33   36   38   39    67   15
138   45   11   34   21    74    7
139   19   26   29   31    75   13
140   22   13   21   18    72    7
141   19   40   29   39    94    6
142   48   32   41   36    64   13
143   30   36   41   43    97   10
144   18   47   32   45    93    8
145   16   47   31   41    70   14
146   42   50   60   63    92   19
147   34   27   27   24    64    6
148   18   43   32   40    69   15
149   16   15   25   25    66   15
150   34   33   33   33    87    4
