index 364
DMU 200
input 2
output 2
instance 4
DMU   i1   i2   o1   o2   eff  err
  1   25   29   29   30    75    9
  2   12   47   32   36    69   12
  3   32   30   41   40    99   10
  4   22   47   34   38    94    2
  5   37   20   41   38    91   15
  6   24   30   26   27    63    9
  7   33   19   29   27   100    3
  8   20   50   36   41    88    6
  9   36   38   25   25    60    3
 10   32   40   38   39    88    6
 11   14   31   30   33    90   10
 12   13   24   25   27    83   10
 13   30   30   47   47    95   18
 14   27   36   38   39    77   14
 15   42   41   36   36    80    3
 16   46   43   48   47   100    3
 17   17   49   32   37    84    5
 18   25   27   21   22    71    3
 19   16   49   32   37    83    5
 20   40   34   53   52    91   19
 21   44   20   27   24    77    2
 22   40   16   29   26    69    9
 23   28   13   26   24    93    7
 24   35   25   37   36    70   16
 25   14   35   21   23    65    5
 26   17   37   31   34    69   13
 27   43   32   42   40    79   12
 28   22   20   20   19    65    6
 29   24   35   39   40    81   15
 30   31   32   38   38    70   16
 31   24   42   26   28    70    3
 32   10   32   33   36    95   13
 33   10   11   22   22    85   13
 34   48   40   50   49    77   16
 35   21   21   39   39    99   18
 36   22   34   36   37    64   18
 37   38   50   59   61    98   16
 38   11   33   24   28    96    3
 39   37   38   46   46    78   17
 40   46   30   46   44    84   14
 41   43   39   34   33    67    6
 42   44   42   42   41    85    5
 43   13   46   37   42    86   12
 44   31   26   32   31    86    7
 45   14   18   32   33    76   20
 46   36   49   45   47    95    5
 47   29   33   32   33    79    8
 48   43   26   42   40    90   11
 49   42   16   32   28    89    6
 50   43   39   45   44    80   12
 51   31   14   23   20    83    4
 52   36   34   31   31    74    5
 53   11   16   30   31    93   18
 54   23   41   39   41    67   18
 55   40   13   39   34    96   13
 56   13   19   18   19    72    7
 57   13   30   30   33    81   13
 58   30   39   42   43    80   14
 59   24   29   34   34    67   16
 60   17   14   15   15    79    3
 61   17   32   16   17    60    1
 62   10   41   36   41    98   11
 63   49   26   32   29    66    7
 64   26   19   19   18    86    0
 65   46   42   33   33    71    2
 66   33   38   46   47    77   19
 67   16   42   43   47    83   19
 68   42   23   36   34    67   14
 69   48   36   54   52    86   18
 70   49   31   51   48    94   13
 71   34   30   30   29    80    4
 72   11   48   22   27    75    0
 73   39   27   46   44    93   15
 74   45   39   34   33    81    0
 75   32   50   43   46    87    8
 76   15   43   45   50    95   18
 77   19   19   34   34    92   17
 78   21   27   20   21    82    0
 79   49   18   42   37    82   14
 80   13   25   28   30    60   17
 81   22   15   23   22    99    5
 82   16   35   17   19    61    2
 83   30   41   29   31    71    4
 84   23   13   29   27    82   14
 85   26   23   20   20    66    4
 86   31   33   45   46    95   15
 87   40   50   45   47    88    6
 88   21   17   37   36    93   19
 89   23   33   25   26    64    7
 90   36   17   29   27    67   11
 91   12   47   44   50    90   18
 92   14   32   20   23    81    2
 93   34   19   29   26    93    4
 94   12   14   14   14    90    2
 95   41   34   45   44    94   10
 96   49   27   41   38    81   10
 97   22   37   49   51    98   20
 98   22   46   45   49    92   14
 99   43   36   39   38    67   12
100   43   46   48   48    74   15
101   47   12   37   32    79   13
102   27   20   31   30    67   15
103   14   16   27   28    69   17
104   27   47   36   38    78    7
105   10   42   36   41    92   12
106   37   10   20   17    60    6
107   42   42   46   46    79   13
108   47   49   56   56    93   11
109   19   40   38   41    84   13
110   32   37   35   36    90    4
111   12   50   34   39    71   12
112   45   18   36   32    88    8
113   41   34   35   34    86    3
114   20   46   30   34    82    3
115   30   26   38   37    95   11
116   36   28   34   33    74   10
117   26   22   32   32    68   16
118   29   12   24   21    97    4
119   45   19   39   35    83   12
120   44   25   28   25    78    1
121   19   20   29   29    68   16
122   12   50   27   31    64    7
123   24   37   37   39    73   15
124   29   23   19   18    71    0
125   18   34   21   23    78    1
126   40   50   44   46    96    1
127   20   21   19   19    79    3
128   28   41   41   43    98    7
129   11   43   43   48    87   20
130   24   49   33   37    89    1
131   16   45   38   42    61   20
132   25   18   21   19    86    2
133   18   34   33   36    87   11
134   40   13   34   31    80   13
135   27   35   43   44    86   16
136   40   37   44   44    62   20
137   21   36   32   35    89    7
