index 335
DMU 150
input 5
output 5
instance 5
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   37   21   46   46   12   42   40   40   42   39    88   11
  2   30   44   45   23   37   41   41   41   42   43    75   15
  3   39   26   40   45   26   49   48   48   48   47    84   18
  4   23   30   39   11   37   36   39   39   40   40   100   11
  5   23   20   43   43   12   35   34   36   36   35    62   17
  6   37   33   12   41   31   44   43   42   41   42    90   15
  7   49   43   47   35   27   44   44   42   45   44    76   13
  8   15   11   32   40   33   22   23   26   22   22    75    3
  9   27   31   35   40   45   46   47   48   46   47    78   19
 10   15   37   20   42   28   46   44   47   44   47    99   18
 11   30   17   31   10   35   25   29   27   27   26    93    4
 12   28   45   48   24   27   34   34   34   36   36    69   11
 13   47   33   26   15   12   25   24   21   25   23    62    7
 14   25   14   43   15   15   29   31   30   32   30    89   10
 15   23   47   31   10   20   40   40   39   42   43    92   17
 16   21   46   39   23   36   41   41   42   43   44    96   11
 17   13   45   19   14   41   31   32   33   32   36    98    8
 18   30   13   36   47   10   40   38   39   39   37    94   12
 19   31   26   22   46   27   37   35   36   34   35    93    7
 20   23   14   39   50   50   43   44   48   43   43    71   19
 21   36   36   40   18   12   24   24   22   26   25    67    5
 22   15   33   39   41   43   24   24   27   24   25    70    1
 23   39   34   16   33   15   19   17   15   17   17    62    0
 24   24   42   30   25   11   30   28   27   31   31    92    5
 25   45   20   40   10   40   25   28   25   27   25    73    3
 26   28   13   41   22   50   30   34   34   32   31    69   11
 27   34   10   20   24   34   21   23   22   21   20    83    1
 28   44   48   44   43   36   37   36   36   37   37    67    8
 29   35   44   15   25   12   41   39   36   40   40    90   16
 30   15   15   15   27   28   22   22   24   21   22    81    6
 31   43   34   22   14   32   25   26   23   25   25    70    5
 32   15   46   26   20   16   18   16   17   19   20    70    1
 33   37   30   41   14   29   37   38   37   39   38    61   19
 34   27   36   46   30   34   45   46   47   47   47    87   16
 35   42   40   45   32   41   50   51   50   51   51    99   11
 36   27   40   46   13   40   35   37   37   38   38    64   16
 37   25   16   34   22   15   18   19   18   20   18    81    0
 38   33   40   22   50   25   38   36   37   36   37    76   11
