index 216
DMU 100
input 5
output 5
instance 6
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   16   30   33   32   23   30   29   30   29   30    77    8
  2   18   46   36   46   11   43   43   44   41   41    73   17
  3   40   48   42   14   36   34   30   29   32   29    70    7
  4   34   18   13   25   43   36   37   35   38   38    73   18
  5   27   25   28   42   34   28   30   31   30   32    87    2
  6   48   48   42   28   11   36   35   35   34   31    73    9
  7   43   26   32   30   40   47   47   47   47   48    89   18
  8   11   18   13   46   39   26   29   29   29   31    70    9
  9   42   18   11   23   20   23   26   24   24   24    75    8
 10   39   37   40   35   34   49   49   49   48   48    81   19
 11   16   49   15   11   37   26   23   20   26   21    76    3
 12   22   17   14   40   47   33   36   35   36   38    64   17
 13   27   29   45   11   19   22   19   20   19   19    69    3
 14   11   22   24   36   27   36   38   39   37   39    92   14
 15   34   40   36   46   15   30   31   32   29   29    70    5
 16   38   43   43   40   15   42   42   43   41   40    65   18
 17   19   18   43   20   49   28   25   27   27   30    82    4
 18   26   35   20   12   37   25   22   20   25   22    82    2
 19   18   30   19   47   31   33   36   35   35   36    66   14
 20   41   24   37   41   14   29   31   33   29   30    72    8
 21   34   40   44   25   25   33   31   31   31   30    70    8
 22   32   28   46   13   11   26   24   26   24   24    61   10
 23   35   43   35   33   28   29   28   28   28   27    66    5
 24   43   13   33   42   16   27   31   33   28   31    98    2
 25   39   21   37   43   41   33   35   36   34   37    86    4
 26   27   43   48   15   48   41   36   36   39   37    86    8
 27   26   47   35   39   20   33   33   33   32   31    64   10
 28   33   16   44   34   40   41   41   44   42   45    83   16
 29   49   46   46   30   30   38   36   36   36   34    77    6
 30   45   27   25   39   29   39   41   40   40   40    67   18
 31   50   46   16   35   14   39   41   39   39   36    76   14
 32   16   46   50   46   28   40   39   41   39   40    75   10
 33   27   33   20   44   35   45   48   47   47   48    92   16
 34   46   25   27   35   46   40   42   41   42   43    80   14
 35   23   41   48   42   48   46   45   46   46   47    75   15
 36   22   41   13   49   11   42   46   45   43   42    85   17
 37   28   41   18   38   25   49   51   49   50   48    92   20
 38   26   23   31   43   38   37   39   40   39   42    95    8
 39   11   23   25   30   20   26   26   27   26   27    82    7
 40   12   35   23   17   39   31   29   28   31   30    81    9
 41   41   30   31   48   34   41   43   43   42   43    60   20
 42   35   47   18   36   24   38   39   37   38   36    67   15
 43   10   37   36   46   27   35   36   37   35   37    73   11
 44   34   20   47   32   23   35   35   37   34   36    72   14
 45   28   26   45   38   17   50   50   53   48   51   100   19
 46   42   14   32   18   29   23   23   24   23   24    81    4
 47   42   20   38   47   22   29   32   34   29   32    78    5
 48   45   18   45   20   45   43   41   42   42   44    79   18
 49   13   49   42   15   33   43   37   37   39   37    92   10
 50   24   22   39   14   33   30   27   28   29   29    80    9
 51   49   21   18   37   24   42   47   45   44   44    98   16
 52   40   29   23   36   19   43   45   45   43   43    94   16
 53   45   49   23   38   44   31   31   29   32   29    68    3
 54   13   33   20   41   25   32   34   34   33   33    79   10
 55   42   34   11   23   15   36   38   35   37   33    96   12
 56   22   29   40   24   23   46   44   46   44   45    99   18
 57   11   34   31   47   24   39   41   42   40   41    85   13
 58   48   48   37   37   27   51   51   50   50   47    98   11
 59   12   43   13   39   46   36   37   34   39   37   100    3
 60   26   22   18   13   14   21   20   20   20   19    67    8
 61   23   18   10   11   35   14   14   12   15   14    70    1
 62   44   21   47   20   27   32   30   32   30   31    74   10
 63   46   50   37   27   15   40   38   38   38   34    80   10
 64   47   26   22   12   47   33   32   29   34   32    75   11
 65   17   28   11   21   46   15   15   13   17   16    61    0
 66   36   16   21   29   44   19   20   19   21   22    65    2
 67   32   33   25   37   26   40   41   41   41   40    75   17
 68   33   40   28   48   19   45   47   47   45   45    78   18
 69   25   22   37   26   33   36   35   36   35   37    85   12
 70   44   41   18   28   26   49   50   47   50   46    97   18
 71   45   42   26   43   20   44   46   45   44   42    87   13
 72   20   42   37   26   46   32   30   29   32   31    86    1
 73   28   16   24   36   35   41   43   43   42   45    81   20
 74   26   21   49   33   45   48   46   49   47   51    98   15
 75   44   25   45   11   21   24   22   23   22   22    61    7
 76   44   24   18   26   33   26   27   25   27   26    77    5
 77   22   46   35   17   49   48   43   42   47   44    89   15
 78   42   41   28   41   21   25   26   26   25   24    65    2
 79   26   14   38   31   26   27   28   30   27   31    93    4
 80   23   25   20   39   41   35   38   37   38   39    89   10
 81   28   37   19   50   22   42   45   44   43   43    77   17
 82   28   28   26   19   42   34   33   32   35   34    78   12
 83   28   40   33   33   35   46   45   45   46   45    93   13
 84   45   13   14   49   27   25   31   30   28   31    87    3
 85   15   23   38   46   11   28   29   32   27   30    74    8
 86   28   35   35   22   44   38   35   35   37   36    91    7
 87   48   19   29   28   35   36   37   37   37   37    67   17
 88   14   44   46   15   36   32   26   27   29   27    82    3
 89   38   28   28   31   21   28   29   29   28   28    65   10
 90   42   25   43   24   28   28   27   28   27   28    82    3
 91   50   19   35   42   40   42   45   45   44   46    88   13
 92   45   45   27   39   13   40   42   41   40   38    72   15
 93   42   12   37   35   10   28   30   32   27   30    83    8
 94   38   41   37   12   40   41   37   36   39   36    88   10
 95   15   34   32   20   17   40   38   39   38   37    88   17
 96   25   37   50   12   48   31   26   26   29   28    77    3
 97   29   16   50   18   16   36   34   37   34   36    66   20
 98   19   33   39   42   35   43   43   45   44   45    77   17
 99   33   40   27   42   21   44   46   46   44   43    99   11
100   41   10   19   13   39   37   37   36   38   38    81   20
