index 452
DMU 200
input 5
output 5
instance 2
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   25   50   38   48   42   42   39   42   43   40    90    5
  2   23   49   15   40   49   46   45   48   48   44    96   12
  3   46   14   42   48   24   44   49   46   46   47    83   18
  4   35   12   46   17   36   28   29   26   26   29    69    8
  5   29   13   34   42   19   21   23   22   22   22    82    0
  6   46   47   42   31   20   45   42   44   43   44    91    9
  7   36   44   25   49   30   53   53   56   55   52    93   19
  8   28   39   35   23   26   34   30   32   32   33    96    3
  9   30   38   13   26   17   35   34   38   36   34    95   11
 10   50   11   32   44   13   31   37   35   33   34    80   10
 11   49   43   47   48   28   38   38   39   38   38    79    4
 12   11   41   46   38   29   30   25   27   29   28    81    2
 13   44   36   33   36   45   40   42   41   40   40    99    2
 14   11   19   26   22   13   25   24   24   25   25    72   12
 15   19   40   48   32   30   40   36   37   38   38    69   15
 16   36   18   47   16   47   40   41   36   36   41    97    8
 17   42   50   34   27   18   55   51   54   53   53    97   19
 18   43   16   15   34   33   41   47   44   43   43    85   19
 19   40   49   38   34   15   41   38   41   41   40    95    6
 20   14   23   13   39   35   35   37   38   38   35    97   13
 21   14   19   20   50   10   24   26   28   28   25    95    5
 22   11   27   50   12   41   43   38   36   39   42    96   14
 23   45   33   26   20   39   35   37   36   34   36    95    4
 24   38   30   49   19   30   42   41   40   40   42    70   18
 25   13   41   42   43   40   44   40   42   44   42    96    9
 26   44   46   35   28   24   49   47   49   48   49    95   14
 27   24   13   19   39   16   35   38   38   38   36    91   17
 28   21   35   38   24   30   30   27   28   29   29    87    3
 29   21   25   35   31   33   31   31   30   31   31    73   10
 30   19   49   34   24   34   40   35   38   39   38    65   17
 31   36   22   42   24   31   34   35   33   33   35    75   11
 32   39   15   13   42   27   25   30   29   28   27    69    9
 33   37   46   37   43   26   33   31   33   33   32    69    6
 34   39   47   13   24   41   39   39   41   40   39    63   18
 35   14   14   50   41   43   33   33   31   32   33    61   14
 36   18   15   30   38   26   35   37   36   37   36    86   15
 37   12   18   12   29   48   26   27   26   27   26    71   10
 38   14   46   13   23   45   40   37   40   41   38    92   13
 39   45   40   14   17   35   38   39   39   38   38    80   13
 40   40   23   33   27   33   41   42   41   40   42    68   20
 41   21   37   13   49   46   48   49   51   52   47    92   19
 42   50   18   35   21   39   35   39   36   34   37    84    9
 43   45   38   17   36   19   31   33   35   33   32    89    4
 44   36   15   13   13   43   34   38   35   34   36    72   18
 45   16   14   11   37   35   30   34   33   33   31    87   13
 46   26   17   24   25   22   16   17   16   16   17    68    1
 47   44   14   47   43   20   41   45   42   42   44    87   14
 48   42   14   19   16   37   33   38   34   33   35    83   13
 49   32   23   44   46   37   32   33   32   32   33    80    4
 50   31   40   26   48   45   29   30   31   31   29    73    2
 51   41   17   35   23   45   41   45   41   40   43    91   13
 52   34   39   48   43   31   42   41   41   42   42    79   11
 53   32   19   15   10   50   35   37   35   34   35    68   18
 54   49   17   18   27   49   34   40   37   35   36    79   11
 55   11   46   15   47   40   47   45   49   50   45    88   19
 56   20   40   44   49   17   38   35   37   38   37    66   15
 57   47   12   36   42   25   31   37   34   33   34    83    7
 58   31   15   34   22   21   35   36   34   34   36    95   12
 59   23   33   14   35   18   38   38   40   40   38    74   20
 60   42   35   36   32   30   42   42   42   41   42    79   14
 61   42   32   22   42   33   43   46   46   45   44    89   14
 62   37   38   48   11   31   30   26   26   26   29    77    2
 63   35   37   47   28   11   28   26   27   27   28    60    8
 64   45   45   11   14   36   34   34   35   34   34    63   14
 65   32   40   20   30   43   32   32   33   33   32    82    5
 66   40   28   21   18   22   38   39   39   37   38    95   13
 67   39   17   22   29   36   34   39   36   35   36    94    9
 68   29   24   20   28   11   20   21   22   21   20    91    0
 69   20   48   20   18   47   38   34   37   37   36    98    6
 70   29   36   14   28   15   35   34   36   36   34    71   17
 71   42   14   25   43   27   36   41   39   38   38    75   16
 72   43   32   44   17   26   45   43   42   42   45    87   15
 73   20   28   33   32   32   43   42   42   43   42    99   14
 74   16   37   13   39   33   32   31   34   34   31    70   13
 75   28   14   44   44   20   38   39   38   38   39    84   14
 76   35   39   23   36   23   31   31   33   33   31    81    6
 77   23   36   29   26   38   43   41   41   42   42    95   13
 78   48   23   41   41   18   36   40   38   37   39    99    4
 79   50   18   16   48   29   38   46   44   41   41    94   11
 80   42   12   38   18   49   32   35   31   31   34    63   13
 81   18   33   27   14   46   36   33   33   34   34    85   11
 82   20   46   47   32   29   40   34   36   38   38    85    8
 83   28   20   33   34   16   38   39   38   38   39    71   20
 84   16   18   28   19   44   21   21   20   21   21    66    5
 85   33   20   38   39   46   39   42   39   40   41    85   11
 86   33   41   43   19   45   32   29   29   29   31    80    1
 87   20   49   35   21   40   45   40   43   44   43    79   17
 88   38   17   12   41   39   30   35   34   33   32    67   13
 89   48   30   47   29   12   33   33   33   32   34    66   11
 90   47   27   29   49   24   28   32   32   30   30    80    2
 91   18   29   28   24   19   25   22   24   24   24    97    1
 92   19   20   16   41   14   21   23   24   24   22    76    6
 93   46   32   44   47   34   44   46   45   45   45    79   13
 94   21   15   30   37   43   31   33   31   31   31    62   14
