index 520
DMU 250
input 3
output 3
instance 10
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   28   33   50   39   38   40    75   11
  2   26   38   49   35   34   36    79    5
  3   35   34   43   52   53   54    91   19
  4   37   34   12   21   21   18    62    3
  5   39   41   42   45   45   45    84   11
  6   11   39   49   52   48   50    90   20
  7   29   12   29   18   20   23    81    1
  8   42   39   47   45   45   46    62   19
  9   20   35   19   32   30   27    96    6
 10   45   40   31   35   35   34    82    3
 11   26   17   34   35   36   38    64   20
 12   13   41   39   40   36   36    69   16
 13   32   41   22   28   27   25    66    6
 14   27   35   31   38   37   36    94    8
 15   20   15   49   34   35   40    72   16
 16   45   42   43   48   48   49    93    8
 17   28   31   24   37   37   36    85   13
 18   22   39   10   33   31   26    89    9
 19   24   44   39   55   52   51    91   20
 20   45   21   11   31   34   32    84   11
 21   20   34   49   44   41   45    99    9
 22   24   32   33   42   41   41    89   15
 23   29   39   50   56   54   56    89   20
 24   37   27   15   21   22   21    63    5
 25   46   19   33   36   40   42    86   11
 26   43   49   21   32   31   27    73    3
 27   28   13   21   31   33   34    67   19
 28   43   26   49   40   42   45    71   14
 29   27   48   33   28   25   24    63    3
 30   17   49   21   47   42   38    92   16
 31   30   37   25   36   35   33    98    5
 32   47   40   49   43   44   46    80    8
 33   22   28   44   28   27   29    79    3
 34   27   25   28   32   32   32    79   11
 35   17   40   28   32   29   28    77    8
 36   29   43   36   37   36   35    66   12
 37   33   15   46   33   35   39    69   14
 38   37   17   28   20   22   23    72    2
 39   19   27   35   24   23   24    88    0
 40   34   37   24   42   42   39    92   12
 41   33   42   23   36   35   32    75   10
 42   23   28   31   35   35   35    84   12
 43   38   32   36   37   38   38    92    5
 44   20   27   33   33   32   33    66   15
 45   23   43   15   28   25   22    67    7
 46   26   49   39   43   40   38    90    6
 47   25   22   15   23   24   22    88    5
 48   50   27   36   45   48   49    78   18
 49   38   21   24   36   39   39    84   15
 50   31   11   48   38   40   46    76   18
 51   35   29   31   36   37   37    94    7
 52   22   24   12   29   28   26    87   11
 53   13   20   11   25   24   22    93   10
 54   19   40   49   40   37   39    74   12
 55   45   28   10   31   34   31    73   12
 56   23   18   35   29   30   33    88    8
 57   37   39   18   26   26   23    67    4
 58   10   20   38   23   21   25    87    3
 59   26   11   37   14   16   19    62    1
 60   42   24   21   28   30   30    78    7
 61   21   16   24   29   30   31    92   11
 62   41   41   37   50   50   49    83   17
 63   27   31   46   43   42   45    92   11
 64   26   28   16   37   36   34    94   14
 65   12   10   13   21   21   22    73   13
 66   34   34   35   33   33   33    92    1
 67   46   19   25   44   49   49    95   19
 68   40   46   49   42   41   42    88    2
 69   50   19   48   48   52   57    82   20
 70   26   36   46   26   25   26    65    2
 71   37   20   26   31   33   34    67   14
 72   36   23   21   23   24   24    74    4
 73   18   46   41   50   46   45    94   14
 74   30   42   40   39   37   37    96    2
 75   35   24   19   22   23   23    68    5
 76   49   50   33   39   39   36    87    0
 77   33   18   33   25   28   30    95    1
 78   43   35   45   25   25   27    62    0
 79   42   39   13   36   37   32    84    9
 80   19   12   45   27   27   32    68   11
 81   34   16   18   23   26   27    99    3
 82   42   44   35   42   42   41    76   11
 83   13   45   41   44   40   39    75   16
 84   35   44   47   34   33   33    77    1
 85   29   42   12   42   40   36    75   19
 86   21   34   14   39   36   33   100   13
 87   32   15   40   37   40   45    95   13
 88   37   34   24   45   46   44    89   17
 89   46   18   22   28   31   31    62   12
 90   26   29   45   36   36   39    89    7
 91   34   18   50   35   38   42    77   12
 92   35   16   44   27   30   34    83    4
 93   45   33   27   33   35   34    83    5
 94   11   12   49   22   22   29    87    3
 95   25   30   40   33   32   34    90    4
 96   37   36   28   51   51   50   100   17
 97   14   27   28   34   32   33    65   18
 98   20   30   32   28   26   27    95    1
 99   34   18   49   25   27   31    70    4
100   39   41   34   34   34   33    84    2
101   12   14   22   22   22   23    94    7
102   12   22   36   33   32   34    84   13
103   47   44   46   31   32   32    67    1
104   40   41   32   37   37   36    68   11
105   20   26   49   38   37   40    76   14
106   18   37   16   27   24   21    84    4
107   17   12   23   24   25   27    95    9
108   40   18   45   44   47   51    82   19
109   25   43   18   34   31   27    91    5
110   46   46   44   58   58   58    95   15
111   20   36   19   32   30   28    76   11
112   21   12   26   34   35   37    87   18
113   25   24   13   16   16   15    72    1
114   29   31   22   30   30   28    67   11
115   43   45   18   45   44   40    88   12
116   33   30   21   35   36   34    83   12
117   36   33   46   34   35   37    71    8
118   15   34   39   45   42   43    80   20
119   14   17   19   18   17   18    64    7
120   27   32   15   28   27   25    73    9
121   14   35   14   30   27   24    77   11
122   10   42   13   42   38   33    83   20
123   41   45   34   45   44   43    80   12
124   28   43   24   27   25   22    72    2
125   31   38   20   46   45   42    89   18
126   11   18   21   20   19   20    83    6
127   21   11   20   20   21   22    64   10
128   37   48   46   35   34   33    66    5
129   27   50   27   42   39   35    89    8
130   42   31   18   20   22   20    62    2
131   28   35   39   48   47   48    98   14
132   31   18   10   31   33   32    87   15
133   33   25   24   19   20   19    63    2
134   45   46   11   42   42   35    97    7
135   24   48   42   43   41   40    61   18
136   11   44   34   37   31   30   100    3
137   36   46   12   42   41   35    91   11
138   21   19   24   32   32   33    95   12
139   28   20   40   33   34   37    80   11
140   36   30   31   30   30   31    72    7
