index 575
DMU 250
input 5
output 5
instance 5
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   13   24   47   26   42   36   34   34   36   37    76   13
  2   34   42   41   42   25   31   30   31   31   31    71    4
  3   16   46   36   32   18   30   26   29   31   31    82    4
  4   10   27   32   12   19   36   35   34   37   37    87   18
  5   31   36   33   20   48   32   34   32   34   33    71   10
  6   41   36   14   27   26   42   44   43   43   41    84   18
  7   14   26   44   21   42   36   35   34   37   38    94    9
  8   14   37   17   26   48   22   21   22   25   24    66    5
  9   48   15   17   24   12   34   38   35   31   30    91   12
 10   35   26   23   45   26   27   26   28   26   27    67    6
 11   36   32   16   33   28   30   31   31   31   30    64   12
 12   25   45   35   19   49   31   32   31   34   33    60   12
 13   40   18   24   40   29   41   41   42   38   40    78   17
 14   43   31   40   44   50   43   44   44   42   43    91    6
 15   38   40   36   38   14   39   38   39   38   37    86    8
 16   12   33   46   32   10   32   28   30   31   32    84    7
 17   45   19   49   24   32   46   49   45   43   44    99   12
 18   36   25   47   33   35   31   32   30   29   31    76    4
 19   34   26   40   26   20   42   42   40   40   40    93   13
 20   39   43   22   29   10   41   41   41   42   39    72   19
 21   23   15   35   33   41   34   34   34   33   36    96    7
 22   45   40   41   16   50   42   45   41   43   42    68   17
 23   23   35   18   38   42   44   42   45   45   45    83   19
 24   28   49   23   18   30   32   32   31   35   32    71   11
 25   12   35   21   33   30   43   40   43   45   45    97   18
 26   19   27   48   37   15   32   28   30   29   31    83    5
 27   25   33   36   22   31   35   35   34   36   35    82   11
 28   37   33   12   44   42   38   38   41   39   39    94    8
 29   23   39   37   10   11   38   38   35   39   37    92   14
 30   26   33   15   13   42   33   35   33   37   34    99   10
 31   35   26   28   32   48   35   36   36   35   36    85    8
 32   19   32   40   46   27   38   35   38   37   39    67   15
 33   14   21   27   42   40   33   30   33   32   35    96    6
 34   27   36   42   25   21   45   45   44   46   45    99   14
 35   21   43   23   16   40   27   27   26   31   29    96    1
 36   11   18   47   18   47   29   29   27   29   32    91    5
 37   43   27   45   44   39   53   53   53   50   52    82   20
 38   46   22   35   46   29   53   54   54   49   51    99   17
 39   30   20   30   13   41   38   41   37   39   38    85   17
 40   46   33   15   49   47   41   42   44   41   42    81   12
 41   39   29   38   16   43   45   49   44   46   45   100   14
 42   21   21   20   29   42   37   37   38   38   39    87   16
 43   24   44   25   32   31   45   43   45   47   46    95   15
 44   13   11   35   10   16   25   25   24   24   25    81   11
 45   33   18   17   34   46   32   33   34   32   33    78   11
 46   14   36   24   24   37   31   30   31   33   33    67   14
 47   16   32   47   13   17   26   25   24   26   26    60   10
 48   32   48   18   37   30   45   44   46   47   45    81   18
 49   10   31   38   18   46   29   28   28   31   31    63   12
 50   19   39   25   47   28   37   34   38   38   38    65   16
 51   18   43   35   26   41   35   33   34   37   37    81    9
 52   42   41   13   20   27   25   28   26   27   24    80    3
 53   24   49   26   17   14   40   39   39   44   40    96   14
 54   22   13   19   37   14   32   30   33   29   32    99   10
 55   17   11   20   46   47   27   25   29   26   29    77    7
 56   28   36   44   39   41   35   34   35   35   37    89    2
 57   46   39   21   36   41   26   28   28   27   26    61    5
 58   42   41   48   49   32   42   41   42   41   41    70   11
 59   32   46   49   37   49   38   37   37   40   40    84    3
 60   24   40   45   18   18   37   36   35   38   36    77   13
 61   10   31   36   20   12   25   22   23   25   25    84    5
 62   10   31   41   20   33   26   25   25   28   28    65    9
 63   20   44   45   32   14   35   33   34   35   35    65   13
 64   13   46   41   42   27   44   39   43   45   46    93   11
 65   11   11   27   19   17   25   24   24   24   25    97    8
 66   41   16   19   10   35   31   36   32   31   30    83   13
 67   21   15   37   45   10   40   36   40   35   39    86   15
 68   46   12   25   33   47   27   30   28   25   26    69    6
 69   22   23   10   42   10   22   20   23   21   21    64    7
 70   17   46   47   49   37   47   42   45   47   49    83   13
 71   31   15   20   42   14   30   29   32   27   29    89    7
 72   45   36   45   46   15   28   27   28   26   26    64    2
 73   21   24   25   43   24   43   40   44   42   44    93   17
 74   18   49   33   19   21   37   36   36   41   38    81   14
 75   25   34   15   34   31   37   36   38   38   38    80   15
 76   13   12   31   20   46   28   28   28   28   30    83   10
 77   27   17   29   25   45   19   20   19   19   20    67    1
 78   30   15   43   31   30   27   27   26   24   26    75    4
 79   30   18   18   22   42   24   26   25   25   25    78    6
 80   32   17   33   44   23   39   38   40   36   38    74   16
 81   35   17   31   28   37   28   29   28   27   28    63   10
 82   20   45   22   31   26   39   36   39   42   40    92   12
 83   10   11   40   11   30   28   28   26   28   29    77   13
 84   12   43   20   30   46   39   37   39   43   42    81   16
 85   16   32   18   42   45   44   41   45   45   47    89   18
 86   42   36   17   33   39   32   34   34   33   32    76    8
 87   17   47   29   19   17   32   31   31   35   33    75   12
 88   29   30   24   35   20   30   29   30   29   29    65   11
 89   29   32   31   10   24   24   25   22   25   23    74    5
 90   19   34   22   11   38   33   34   32   36   35    84   14
 91   20   17   21   11   41   29   32   29   31   31    95   11
 92   34   18   46   19   42   28   30   27   27   28    78    4
 93   31   30   47   49   28   44   42   44   42   44    72   16
 94   27   35   20   45   28   44   41   45   44   44    85   17
 95   45   29   28   37   43   38   40   39   37   38    97    4
 96   24   22   13   35   34   33   33   35   33   34    63   18
 97   45   49   27   47   42   46   46   47   47   46    79   13
 98   50   20   36   13   31   31   37   31   30   28    96    3
 99   49   22   36   47   29   31   32   32   28   29    77    2
100   15   31   26   25   28   42   40   41   43   43    91   19
101   32   31   17   36   12   27   27   28   27   26    75    7
102   14   48   49   47   21   42   37   41   43   43    78   12
103   38   25   34   50   12   35   33   35   31   33    85    5
104   40   26   25   28   49   34   37   35   35   35    78   10
105   43   19   12   39   42   35   37   37   34   35    63   17
106   46   48   44   43   21   49   48   48   48   47    90   10
107   17   20   12   42   23   24   20   25   22   25    98    1
108   19   33   17   40   31   41   38   43   42   43    99   14
109   20   20   11   37   49   37   37   40   38   40    88   16
110   14   31   26   39   23   38   35   38   38   39    76   17
111   34   13   13   17   28   19   21   20   18   18    75    4
112   15   43   28   44   47   42   39   43   44   45    74   17
113   49   19   23   42   29   31   33   33   29   30    71    8
114   43   15   35   48   39   39   39   40   36   38    72   13
115   22   11   14   29   14   26   26   27   25   26    61   15
116   23   35   19   45   49   28   26   29   29   30    77    3
117   33   20   34   39   45   38   39   39   37   39    86   10
118   26   38   46   49   36   50   47   49   49   51    77   19
119   31   12   42   39   29   27   26   27   23   26    79    2
120   33   40   19   34   42   36   36   37   38   37    91    7
121   36   35   37   32   25   39   39   39   39   38    97    6
122   28   48   26   41   35   39   38   40   41   40    60   18
123   47   37   49   45   20   49   48   48   46   47    89   11
124   13   24   19   36   28   25   23   25   25   26    67    9
125   37   40   14   20   48   38   41   39   42   39    90   12
126   34   44   49   44   45   37   35   36   37   37    66    8
127   43   22   10   14   47   26   31   28   27   26    81    7
128   44   43   49   17   38   41   43   39   42   40    83    9
129   45   13   15   14   35   36   41   37   35   35    77   19
130   45   20   19   25   17   27   30   29   25   24    98    2
131   29   22   34   40   33   41   40   42   39   42    92   12
132   31   30   34   29   37   37   37   36   37   37    65   16
133   32   39   46   32   44   39   39   38   40   40    87    6
134   39   36   15   48   47   35   36   38   36   37    84    6
135   18   33   24   30   43   38   37   38   40   40    83   15
136   32   26   34   24   47   37   39   37   37   38    91    9
137   20   11   11   19   16   18   18   18   17   17    89    4
138   31   11   27   43   23   39   39   40   36   39    69   20
139   21   11   49   43   31   40   37   39   35   40    92   10
140   42   11   31   42   12   36   36   37   31   33    91    9
141   26   42   49   36   46   44   43   43   45   46    89    9
142   29   34   23   38   15   31   29   31   30   30    60   13
143   35   42   11   41   45   35   35   37   37   36    82    8
144   15   13   32   47   14   27   22   27   23   27    93    2
145   48   26   16   47   12   40   40   41   38   38    62   20
146   26   48   39   31   10   35   32   33   35   34    76    9
147   27   31   38   42   42   38   36   38   37   39    98    3
148   39   31   46   37   42   42   42   41   41   42    66   16
149   29   36   49   45   20   40   38   39   38   40    67   14
150   46   21   40   32   13   48   49   47   44   44    90   18
151   46   23   29   21   26   29   32   29   28   27    76    7
152   18   17   21   47   15   23   20   24   21   23    67    6
153   29   11   45   49   39   30   28   30   26   31    83    1
154   25   41   36   37   41   26   25   26   27   27    65    3
155   41   47   41   29   47   32   33   31   34   32    77    1
156   16   32   42   47   16   46   40   45   44   46    97   13
157   42   13   47   41   42   37   39   37   33   37    93    3
158   37   46   49   38   48   48   48   47   49   49    83   12
159   50   47   41   45   31   31   31   31   31   30    64    3
160   34   20   44   10   27   30   33   28   29   28    92    5
161   27   47   11   48   30   50   47   52   52   51    98   18
162   21   42   45   22   12   39   37   37   40   38    77   15
163   48   34   27   46   21   51   51   53   49   49    90   18
164   40   18   29   24   34   34   37   34   32   33    88    9
165   18   20   42   47   46   33   31   33   32   35    65   11
166   20   16   24   14   10   22   23   22   22   22    75    9
167   25   45   37   31   30   35   34   35   37   36    65   13
168   35   34   48   11   25   29   31   27   29   28    79    4
169   21   18   50   22   46   29   30   28   29   30    77    6
170   48   31   30   18   50   32   37   33   34   32    84    5
171   20   32   19   14   23   35   35   34   37   35    93   15
172   43   17   17   16   39   37   42   38   37   36    91   15
173   34   31   41   43   15   47   45   47   45   46    88   16
174   49   41   17   26   14   23   25   24   23   21    65    3
175   29   16   35   19   15   21   22   20   19   20    71    4
176   36   38   45   45   19   30   29   30   29   30    62    6
177   45   26   44   38   11   30   30   30   27   27    78    2
178   29   36   42   44   11   45   41   44   43   44    97   10
179   30   39   16   24   11   25   25   26   27   24    97    1
180   43   47   33   49   29   43   42   44   43   42    72   13
181   44   21   29   21   31   34   38   35   33   33    82   11
182   46   33   41   42   25   56   56   56   54   54    92   20
183   13   11   12   41   30   35   32   37   33   37    87   17
184   35   42   13   34   19   20   20   21   21   20    63    2
185   19   37   39   39   47   47   45   47   48   50    94   14
186   29   28   42   24   45   38   39   37   38   39    96    7
187   47   30   47   40   29   31   32   31   29   30    66    5
188   32   38   13   46   24   34   33   36   34   34    65   14
189   21   46   25   41   47   36   34   37   39   39    87    6
