index 94
DMU 50
input 5
output 5
instance 4
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   18   25   48   45   11   41   38   38   38   42    72   18
  2   37   13   21   49   37   38   38   38   40   40    73   16
  3   48   44   43   27   45   37   39   38   37   36    83    3
  4   16   43   39   11   41   47   49   50   49   46    97   20
  5   13   48   13   36   40   32   31   36   37   30    89    7
  6   43   23   15   41   23   27   27   26   27   28    64    8
  7   48   12   38   29   31   33   34   31   30   35    93    3
  8   44   21   12   16   19   42   45   42   41   42    96   20
  9   37   50   44   35   27   48   48   47   46   47    82   15
 10   36   25   28   45   26   43   42   42   43   44    95   12
 11   12   36   39   15   48   41   42   45   44   41    90   17
 12   28   40   43   14   30   28   29   28   26   27    73    5
 13   41   47   37   46   22   46   45   44   45   46    76   15
 14   47   30   48   12   25   37   39   34   31   37    99    3
 15   10   22   21   21   30   21   21   23   23   21    64    9
 16   33   33   18   17   22   24   25   24   24   22    87    2
 17   14   36   20   12   18   26   27   27   27   25    72   12
 18   48   23   16   42   17   36   36   34   35   37    94    7
 19   23   13   21   33   40   20   20   21   22   21    75    2
 20   17   23   29   20   16   27   26   26   26   27    68   12
 21   47   15   42   37   41   31   32   30   30   33    75    4
 22   42   33   25   43   27   42   41   41   42   42    79   14
 23   25   13   39   21   11   31   30   29   28   32    62   16
 24   19   30   20   23   23   33   33   34   34   32    97   11
 25   41   18   34   30   35   32   33   31   31   33    82    6
 26   30   20   37   47   47   33   31   33   34   35    80    5
 27   20   24   16   13   48   22   24   25   25   21    72    7
 28   30   27   48   12   43   43   45   44   41   43    97   13
 29   14   19   18   27   23   27   26   28   28   27    87   10
 30   43   21   45   19   21   33   34   31   29   34    70   11
 31   40   21   48   40   40   35   35   34   34   37    74    7
 32   13   16   32   42   18   36   33   34   35   38    80   16
 33   45   27   12   28   31   23   26   24   25   23    83    0
 34   38   29   22   43   21   33   32   32   33   33    69   11
 35   48   19   29   48   37   25   25   25   25   27    70    0
 36   18   12   36   29   19   24   21   21   21   26   100    0
 37   20   24   18   31   36   40   39   42   43   40    86   19
 38   29   31   11   43   47   41   41   44   46   41    88   15
 39   43   16   19   12   45   25   29   28   27   25    82    5
 40   35   11   44   35   29   33   32   31   31   36    90    5
 41   42   22   29   38   16   26   26   24   24   27    64    6
 42   31   50   40   18   50   41   43   44   43   39    81   12
 43   25   44   37   16   12   32   32   31   30   31    63   14
 44   45   48   26   36   40   49   50   50   50   47    74   20
 45   40   24   43   34   28   28   28   26   25   29    80    0
 46   18   28   36   11   32   31   32   32   31   31    80   12
 47   22   45   44   34   35   42   41   42   42   41    77   14
 48   33   13   34   25   38   38   38   38   37   39    86   14
 49   11   22   23   47   32   42   39   43   45   43    92   18
 50   12   19   41   19   39   32   31   33   32   33    91   10
