index 549
DMU 250
input 4
output 4
instance 9
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   37   26   41   33   35   37   37   37    63   15
  2   39   11   24   48   23   24   24   22    81    0
  3   30   32   21   18   33   31   33   31    66   15
  4   17   17   49   36   32   40   35   39    81   13
  5   49   40   22   45   31   27   30   27    72    1
  6   14   28   34   15   16   17   16   18    63    2
  7   11   37   20   32   26   25   24   26    86    4
  8   21   48   22   39   42   38   38   40    97    8
  9   47   12   32   41   45   47   48   46    83   20
 10   45   35   16   14   29   25   29   25    66    8
 11   49   24   40   42   39   41   41   40    74   12
 12   49   50   29   47   38   35   37   35    60   10
 13   38   17   20   16   33   31   34   31    88   12
 14   28   47   45   19   49   49   48   50    89   17
 15   35   50   40   14   44   42   43   44    67   19
 16   30   21   37   29   24   27   26   27    79    3
 17   41   33   32   45   39   39   39   38    75   11
 18   33   22   25   15   36   35   37   35    85   15
 19   15   16   45   42   29   36   31   35    78   11
 20   18   30   37   43   42   45   41   45    84   17
 21   20   24   38   34   33   36   34   36    77   13
 22   29   37   50   18   34   36   35   37    68   12
 23   11   32   18   37   36   35   34   36    76   17
 24   13   13   43   19   33   39   36   39    80   19
 25   30   12   10   13   27   25   28   24    85   12
 26   49   42   25   10   54   48   53   48    96   19
 27   35   21   50   49   37   43   40   42    88    7
 28   27   22   14   13   23   21   23   21    92    4
 29   25   33   30   30   19   19   19   20    62    1
 30   25   45   46   22   51   52   50   54    95   18
 31   26   26   18   39   42   41   41   40    86   18
 32   20   21   32   49   24   27   24   27    78    3
 33   47   27   42   21   45   46   48   45    97   12
 34   13   18   17   50   35   36   34   36    68   20
 35   43   24   34   14   28   28   30   27    89    2
 36   27   18   27   34   33   35   34   34    88   11
 37   26   15   18   18   33   33   34   33    79   18
 38   33   33   45   28   39   41   40   41    69   16
 39   25   18   14   30   29   28   28   27    85   10
 40   40   38   33   27   53   51   52   51    96   18
 41   45   16   19   24   26   24   28   23    82    4
 42   48   34   32   49   43   42   44   41    84    9
 43   15   26   33   15   22   24   23   25    68    8
 44   22   26   29   40   43   44   42   44    93   17
 45   46   20   21   37   24   23   24   21    69    2
 46   37   49   18   45   41   35   37   35    94    2
 47   26   50   48   33   29   30   28   31    67    3
 48   19   44   36   11   37   37   36   38    73   16
 49   12   25   40   29   37   41   37   41    88   16
 50   22   27   19   34   30   29   29   29    90    7
 51   48   37   27   20   38   33   38   34    93    4
 52   33   39   42   31   40   41   40   41    81   11
 53   16   43   35   15   25   25   24   27    75    4
 54   23   20   25   42   36   38   36   37    95   12
 55   44   42   40   20   46   45   47   45    79   16
 56   50   13   34   49   32   35   35   33    70    9
 57   25   46   38   19   49   48   48   50    90   19
 58   17   30   19   24   28   27   26   27    89    7
 59   26   47   23   22   49   44   46   46    96   17
 60   47   18   22   26   34   33   35   32    72   13
 61   29   28   29   34   41   41   41   41    75   19
 62   18   35   42   25   39   42   39   42    81   16
 63   29   43   32   45   45   45   44   45    70   19
 64   47   25   22   13   32   29   33   29    75   10
 65   38   16   33   49   45   48   47   46   100   14
 66   17   36   33   44   32   33   31   34    77    8
 67   24   31   34   39   45   46   44   46    93   16
 68   40   12   49   37   30   36   35   35    83    6
 69   27   31   49   36   24   27   25   27    60    4
 70   17   19   49   36   24   31   26   30    87    2
 71   40   31   40   43   34   35   35   35    63   11
 72   25   21   19   36   30   30   30   30    74   12
 73   34   27   22   38   37   36   37   35    68   16
 74   19   38   31   39   39   39   37   40    66   18
 75   36   41   47   24   40   41   41   42    77   12
 76   31   42   20   29   44   40   42   41    83   16
 77   11   45   19   34   34   31   29   32    90    7
 78   10   28   22   21   19   19   18   20    84    2
 79   27   42   44   41   35   36   34   37    77    6
 80   30   43   20   33   40   37   38   37    69   16
 81   22   15   49   48   37   45   40   44    95   11
 82   13   41   40   46   22   23   20   24    62    1
 83   24   46   25   33   41   39   39   39    60   20
 84   45   28   32   36   40   40   41   39    71   15
 85   29   45   39   20   38   37   37   38    71   13
 86   30   45   36   19   40   39   39   39    63   18
 87   16   41   15   11   27   23   25   25    74    9
 88   18   40   25   26   38   37   36   38    88   13
 89   21   16   13   13   19   18   19   18    61    9
 90   45   48   16   28   51   43   48   44    99   12
 91   42   35   28   23   34   31   34   31    93    2
 92   34   47   42   37   58   58   57   59    94   20
 93   29   25   50   25   22   26   24   26    72    1
 94   28   29   20   18   29   27   28   27    69   11
 95   46   46   44   21   45   44   46   44    98    5
 96   36   30   23   37   27   26   27   25    65    6
 97   29   26   16   19   29   27   29   27    66   13
 98   36   41   40   27   37   37   37   38    99    1
 99   28   31   46   47   42   46   43   45    78   15
100   46   14   30   22   42   43   45   41    99   15
101   45   26   23   38   39   36   39   35    96    6
102   13   40   46   49   46   50   45   50    82   18
103   11   12   30   26   26   30   27   29    78   13
104   24   40   22   31   37   35   35   36    61   18
105   40   42   32   40   43   42   43   42    66   17
106   19   18   18   29   25   25   25   25    64   12
107   43   28   17   49   42   39   41   38    88   11
108   48   37   35   29   46   45   47   45    70   19
109   21   12   27   49   24   27   25   26    61   10
110   16   41   40   41   43   45   42   46    94   12
111   14   41   40   26   35   36   34   37    70   14
112   13   33   34   29   30   31   29   32    75   10
113   37   37   48   40   38   41   40   41    89    4
114   31   16   26   14   22   23   24   22    75    6
115   43   28   31   35   35   35   36   34    70   11
116   43   37   39   32   49   49   50   49    87   16
117   28   17   44   22   26   31   29   31    87    5
118   18   38   23   24   27   25   25   27    81    5
119   38   47   47   38   41   42   41   42    97    0
120   49   41   24   38   52   47   51   47    93   14
121   18   15   31   18   17   19   18   19    60    6
122   24   45   36   10   47   45   45   47    99   16
123   48   26   27   44   37   36   38   36    64   14
124   26   35   45   23   48   50   49   51    93   19
125   19   35   28   36   30   30   29   31    76    8
126   11   20   18   40   32   33   31   33    72   17
127   26   48   27   15   35   31   33   33    76   10
128   43   25   47   29   45   49   48   48    95   13
129   30   44   47   28   39   40   39   41    63   16
130   23   28   41   46   33   37   34   37    93    4
131   19   32   49   29   37   42   38   42    80   14
132   23   20   45   42   27   33   29   32    81    5
133   19   20   21   37   30   31   30   30    69   14
134   19   30   20   20   35   33   34   34    89   14
135   31   25   36   40   30   32   31   31    64   10
136   19   32   19   17   39   37   37   38    89   18
137   15   28   17   48   26   26   24   25    71    7
138   26   44   48   44   48   51   48   51    78   18
139   39   24   16   33   31   28   31   28    81    7
140   35   35   38   28   40   40   41   41    97    7
141   19   25   25   16   18   18   18   18    64    4
142   36   49   20   10   37   32   35   33    69   13
143   16   43   44   17   37   38   36   40    96    8
144   43   25   26   44   42   41   42   40    95    9
145   15   31   17   33   42   40   39   41    95   18
146   24   26   29   50   49   51   49   51    97   20
147   13   36   14   35   35   33   32   34    93   11
148   38   31   39   15   40   40   42   41    81   15
149   15   13   41   21   16   21   18   21    75    2
150   27   32   44   41   35   39   36   39    99    2
151   16   48   40   40   28   29   26   30    75    1
152   18   26   43   18   22   25   23   26    64    7
153   17   15   21   24   26   28   27   27    80   12
154   38   31   24   28   30   28   30   27    84    3
155   30   33   41   11   33   34   34   35    74   12
156   32   38   18   17   39   33   37   34    95   10
157   36   33   17   25   28   25   27   26    63    9
158   20   41   23   29   30   28   28   29    73    8
159   25   45   24   40   42   39   39   40    91   10
160   22   36   29   37   36   36   34   36    89    8
161   48   34   25   26   29   26   29   26    79    1
162   18   50   37   50   26   26   23   26    66    0
163   18   17   37   32   29   33   31   33    77   12
164   42   47   34   37   45   43   44   43    68   16
165   31   18   41   28   42   47   46   46   100   16
166   46   28   42   17   36   37   38   36    81    9
167   24   42   45   16   30   31   30   32    61   11
168   14   26   16   35   27   26   25   27    83    8
169   41   42   14   29   50   44   48   44    86   19
170   12   19   13   40   31   31   30   31    69   17
171   46   18   26   19   36   36   38   35    62   19
172   20   18   18   11   20   19   20   19    96    3
173   19   11   47   14   15   21   19   21    82    0
174   13   22   33   15   36   39   37   40    96   18
175   42   42   13   15   32   26   30   26    74    7
176   44   20   35   16   28   28   31   28    94    1
177   12   24   45   33   24   30   26   30    76    6
178   46   15   11   26   37   34   38   33    89   14
179   50   45   32   23   50   46   50   47    81   17
180   31   41   33   19   43   41   42   42    87   14
181   34   27   43   47   35   39   37   38    76    9
182   43   22   14   19   24   20   24   20    76    3
183   21   48   30   47   47   46   44   47    86   15
184   37   38   36   35   29   28   28   28    61    6
185   14   36   48   18   23   26   24   27    68    5
186   39   32   41   17   38   38   39   39    74   14
187   33   20   16   16   35   33   36   33    85   16
188   46   12   18   25   33   32   35   31    63   17
189   10   26   47   21   21   26   22   26    75    4
190   25   34   25   47   29   28   27   28    63    8
191   28   48   37   48   40   40   39   41    65   14
192   15   13   17   23   20   21   21   21    65   10
193   46   16   17   45   22   21   22   19    60    3
194   28   39   42   21   45   46   45   47    77   20
195   38   36   36   40   36   36   36   35    79    6
196   44   29   15   49   32   29   31   27    80    3
197   21   35   11   18   19   16   17   17    70    2
198   49   18   47   28   39   44   44   42    99    7
199   14   42   38   47   47   50   45   51    99   14
200   18   38   47   37   48   52   48   53    96   17
201   45   30   38   32   39   39   40   39    77   11
202   29   36   50   35   41   45   42   45    92    9
203   48   42   16   13   51   44   49   44    87   20
204   23   46   26   22   46   43   44   45    85   19
205   17   22   26   24   30   31   30   31    64   16
206   16   45   11   26   34   30   31   31    71   14
207   15   26   43   19   36   40   38   41    80   18
208   32   36   15   39   49   45   47   45    98   17
209   19   34   17   14   27   24   25   25    84    7
210   12   50   12   14   23   19   20   20    63    6
211   36   45   23   33   46   41   43   42    96   10
212   31   33   20   25   32   29   31   29   100    3
213   21   32   36   45   41   43   41   43    80   16
214   48   27   31   25   42   41   43   41    66   20
215   44   40   33   22   28   26   28   26    67    3
216   11   45   23   22   32   30   29   32    73   12
217   18   11   45   41   17   24   20   23    72    1
218   38   43   22   25   41   37   39   38    64   18
219   44   18   14   44   39   37   39   36    79   15
220   26   47   46   19   26   26   25   27    62    4
221   34   15   39   45   37   41   39   40    78   14
222   30   21   15   42   34   33   34   32    94    9
223   34   18   31   25   28   29   29   28    73    9
224   41   22   30   12   24   23   26   23    84    1
