index 421
DMU 200
input 4
output 4
instance 1
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   15   49   29   31   36   40   40   37    85   11
  2   36   50   36   42   32   33   33   32    74    2
  3   11   26   45   15   32   37   36   34    94   11
  4   41   46   29   43   34   33   33   33    69    6
  5   21   17   21   39   37   39   38   38    76   20
  6   22   25   36   14   31   32   31   31    73   13
  7   17   37   10   21   36   36   36   35    90   16
  8   17   35   39   20   38   41   41   39    73   19
  9   23   46   17   31   37   38   38   37    88   11
 10   45   28   32   31   29   26   26   28    81    0
 11   20   19   48   44   41   46   45   44    80   18
 12   18   27   11   18   17   16   17   16    87    0
 13   42   19   46   33   42   42   41   43    85   13
 14   20   34   21   32   19   20   20   19    71    0
 15   34   39   22   16   32   29   30   30    92    4
 16   32   39   47   29   25   26   26   25    65    1
 17   45   37   47   32   47   46   46   47    66   20
 18   47   11   10   21   26   19   20   23    81    5
 19   44   47   47   21   56   54   55   54    98   15
 20   17   23   23   42   31   35   34   33    94    9
 21   23   36   22   35   19   20   20   20    68    0
 22   36   45   44   19   31   31   31   30    75    3
 23   44   11   33   16   34   30   31   33    63   16
 24   11   26   38   48   40   47   45   44    81   19
 25   49   47   39   38   42   41   41   41    70   11
 26   48   25   27   48   52   49   49   52    86   20
 27   23   50   11   26   34   33   34   33    65   15
 28   23   44   41   31   48   51   51   49    86   19
 29   30   29   18   47   46   46   45   46    98   16
 30   43   13   45   25   37   35   35   37    62   17
 31   40   24   38   48   26   27   26   27    70    1
 32   49   11   39   18   26   22   22   24    69    4
 33   23   26   21   11   20   19   19   19    70    5
 34   47   32   42   50   40   40   39   41    81    6
 35   36   10   41   16   23   22   22   23    86    1
 36   40   14   31   49   31   30   30   32    84    4
 37   10   14   31   22   27   31   30   29    74   15
 38   10   32   46   20   41   47   46   43    90   19
 39   19   22   44   36   28   32   31   30    77    7
 40   31   46   47   25   46   48   48   46    89   13
 41   23   17   41   49   32   37   35   35    79   10
 42   46   15   23   35   27   24   24   26    65    7
 43   40   25   43   11   34   32   33   33    74   11
 44   13   35   16   43   27   31   31   29    91    5
 45   40   32   24   49   29   28   28   29    71    3
 46   21   21   18   25   25   25   25   25    67   11
 47   37   40   17   11   31   27   28   28    65   11
 48   32   27   46   26   33   34   34   34    97    2
 49   13   13   19   36   30   32   32   32    68   18
 50   44   42   49   25   46   45   45   45    80   13
 51   47   29   35   25   30   26   27   28    77    2
 52   43   36   29   27   40   38   38   39    67   16
 53   45   36   39   31   37   34   35   35    91    1
 54   18   20   14   35   25   26   25   25    81    8
 55   27   50   20   15   35   33   34   33    67   14
 56   43   25   31   34   44   42   42   43    73   19
 57   36   28   40   26   37   36   36   36    75   12
 58   26   35   13   21   23   22   22   22    68    6
 59   37   25   21   48   45   44   44   46    97   14
 60   36   49   11   47   39   38   38   38    68   14
 61   42   36   22   17   44   39   40   41    85   16
 62   49   12   49   23   37   34   34   37    95    5
 63   12   33   23   15   31   33   33   31    86   13
 64   37   18   44   50   34   35   34   36    80    6
 65   36   17   10   46   35   32   32   34    86   11
 66   35   23   15   25   19   16   17   18    68    1
 67   20   26   18   45   24   26   25   25    82    3
 68   13   48   26   31   28   31   31   29    74    7
 69   15   20   27   37   15   18   17   17    68    0
 70   34   20   40   17   35   34   34   35    79   13
 71   29   35   26   23   29   29   29   29    62   11
 72   32   48   28   45   42   42   43   42    73   14
 73   20   29   16   45   19   21   20   20    66    2
 74   12   10   43   14   24   27   26   25    68   12
 75   46   28   38   20   54   49   50   52    95   20
 76   12   17   23   40   30   35   34   33    98   11
 77   21   22   46   26   30   34   33   32    97    4
 78   39   16   11   17   32   27   27   29    74   14
 79   28   16   22   26   26   25   25   26    85    6
 80   21   35   46   21   40   44   44   42    93   13
 81   38   46   46   16   37   36   37   36    68   11
 82   27   25   21   11   36   33   34   34    91   15
 83   47   50   41   13   53   49   51   50   100   12
 84   39   16   43   39   28   28   28   29    61    8
 85   23   26   23   24   30   30   31   30    97    7
 86   49   18   18   20   43   35   37   40    98   14
 87   28   22   18   25   39   37   37   38    99   15
 88   27   28   39   27   41   42   42   41    84   16
 89   25   17   34   19   27   27   27   27    97    4
 90   44   30   45   32   43   43   43   43    64   19
 91   39   33   39   48   45   45   45   45    79   14
 92   17   44   46   33   47   54   53   50    97   16
 93   29   36   37   14   39   39   39   38    97   10
 94   15   30   43   25   25   29   29   27    81    4
 95   33   30   11   48   27   25   25   26    80    2
 96   30   35   48   34   39   41   41   40    61   18
 97   13   34   22   46   31   34   34   32    72   12
 98   49   17   24   48   35   32   32   35    80    7
 99   16   27   39   39   34   38   37   36    66   16
100   38   31   26   45   46   45   45   46    84   17
101   21   48   22   33   29   30   31   29    93    0
102   48   37   36   31   48   46   46   47    76   18
103   37   48   45   39   53   54   54   53    83   18
104   32   11   35   43   47   48   47   48    98   19
105   50   10   20   38   32   27   27   31    80    7
106   17   25   45   16   26   29   29   27    75    8
107   45   40   19   45   30   27   27   29    74    1
108   26   15   18   33   28   27   27   28    78   10
109   31   11   49   33   44   46   45   46    97   16
110   15   30   44   38   37   43   42   40    76   16
111   21   23   27   20   33   34   34   33    81   15
112   25   21   26   23   40   40   40   40    84   20
113   35   11   11   41   31   29   29   31    60   16
114   29   49   48   32   44   47   47   45    96    7
115   48   21   42   37   43   40   40   42    98    6
116   23   44   40   30   47   50   50   47    92   16
117   40   32   48   13   27   25   26   26    62    5
118   41   37   45   26   47   46   46   46    96   10
119   19   40   24   28   34   36   36   35    78   13
120   21   32   46   41   39   44   43   41    90   10
121   20   35   31   46   30   33   33   32    72    8
122   34   46   10   24   44   40   41   41    74   20
123   44   13   18   33   42   37   38   40    79   19
124   14   40   12   40   24   26   26   25    64    8
125   46   16   34   25   40   35   36   38   100    8
126   26   27   25   41   37   38   38   38    60   20
127   32   46   36   48   41   44   43   42    85    8
128   43   16   37   35   42   39   39   41    99    9
129   17   38   29   15   23   24   25   23    72    5
130   25   18   26   45   25   27   26   27    92    1
131   47   32   39   45   38   37   37   38    71    9
132   46   10   14   34   28   23   23   26    82    5
133   11   35   21   36   25   28   28   27    61   11
134   44   34   46   15   37   35   36   36    80    8
135   10   45   18   17   31   33   34   31    76   14
136   13   44   30   14   34   37   37   34    69   17
137   33   45   31   34   36   36   36   36    77    8
138   39   23   37   21   44   41   42   43    99   13
139   46   50   44   45   46   46   46   46    76   11
140   28   48   35   14   32   32   32   31    69    9
141   24   48   20   27   35   35   36   34    88    8
142   34   36   46   44   34   36   36   35    86    1
143   48   18   28   24   28   24   25   27    70    6
144   15   39   18   26   20   22   22   20    71    3
145   38   44   24   29   49   46   47   47    91   16
146   13   29   13   19   24   24   25   24    84    8
147   19   15   40   33   28   32   31   31    86    8
148   14   14   19   11   21   21   21   21    75   10
149   11   12   19   48   31   36   35   35    89   15
150   29   34   38   35   30   32   31   31    85    2
151   49   17   15   48   37   31   32   36    98    4
152   24   47   15   34   42   42   43   42    86   16
153   31   16   18   23   33   31   31   32    61   19
154   16   33   10   23   38   38   39   37   100   17
155   10   23   41   26   33   38   37   35    77   16
156   25   39   27   41   38   40   40   39    73   15
157   14   42   41   11   16   19   19   17    62    0
158   21   15   10   46   35   35   35   36    73   19
159   48   45   44   44   45   45   45   45    64   16
160   46   32   41   11   39   35   36   37    94    6
161   47   47   22   39   32   29   29   30    67    4
162   32   17   10   48   34   33   33   34    62   18
163   47   37   41   33   40   39   39   40    62   15
164   30   24   27   47   28   29   28   29    68    7
165   17   20   20   41   33   35   35   35    97   11
166   30   28   42   17   31   31   31   31    88    5
167   42   33   31   18   45   41   42   43    79   18
168   14   21   28   20   31   33   33   32    73   17
169   21   45   34   18   30   32   32   29    96    1
170   40   36   33   49   39   39   39   40    78    9
171   39   17   43   30   37   37   36   37    63   17
172   45   39   13   37   33   28   29   30    82    3
173   28   25   38   20   35   36   36   36    99    8
174   40   34   48   14   49   47   48   48    95   15
175   22   28   28   11   33   33   33   32    96   11
176   20   24   46   44   40   46   45   44    98   11
177   27   22   38   48   23   26   25   25    66    3
178   42   35   32   35   43   41   41   42    81   13
179   38   21   25   38   38   36   36   37    64   18
180   45   15   31   23   48   43   43   46    94   19
181   23   28   49   32   33   37   36   35    77   10
182   19   48   45   32   40   44   43   41    67   17
183   23   32   33   20   24   26   26   25    87    1
184   28   15   18   35   24   23   23   24    68    8
185   20   37   36   15   29   31   31   29    86    6
186   19   27   24   37   26   29   28   28    85    5
187   33   30   47   46   37   40   39   39    96    2
188   48   42   20   36   39   36   36   37    61   15
189   16   14   29   35   25   29   28   28    84    8
190   24   42   27   13   26   26   26   25    79    4
191   17   28   37   46   40   46   44   43    95   13
192   46   19   41   30   46   44   44   46    84   17
193   49   28   32   50   51   48   48   51    87   16
194   32   34   48   10   43   43   44   43    95   13
195   16   25   15   31   34   35   35   34    67   20
196   22   11   43   13   38   40   40   39    96   18
197   19   24   45   19   25   28   28   27    88    3
198   13   36   13   36   29   32   31   30    75   12
199   21   42   28   31   27   29   29   28    71    6
200   17   38   37   33   31   35   34   33    70   11
