index 361
DMU 40
input 2
output 2
instance 1
DMU   i1   i2   o1   o2   eff  err
  1   38   50   49   49    89   10
  2   10   11    8    8    60    2
  3   40   37   37   37    80    6
  4   24   12   27   27    84   12
  5   48   30   38   38    78    8
  6   16   23   23   23    98    4
  7   46   27   44   45    90   12
  8   20   14   23   24    62   13
  9   19   13   26   26    86   12
 10   19   27   21   21    72    4
 11   16   24   29   28    77   13
 12   22   27   35   35    99   11
 13   40   36   39   39    84    7
 14   27   29   28   28    70    8
 15   14   12   27   27    73   18
 16   36   15   25   25    92    2
 17   22   22   37   37    89   17
 18   28   47   46   46    68   20
 19   30   10   18   18    61    6
 20   50   24   37   38    89    5
 21   17   27   26   26    72   10
 22   41   19   30   30    67   10
 23   11   13   16   16    90    5
 24   24   24   35   35    66   19
 25   45   23   34   35    94    3
 26   26   37   31   31    81    5
 27   17   30   23   23    73    6
 28   39   45   58   58    92   19
 29   12   32   19   19    86    0
 30   32   43   41   41    63   17
 31   35   26   34   34    73   12
 32   10   22   17   17    75    5
 33   24   16   23   23    72    9
 34   22   40   42   42    96   12
 35   25   43   43   43    85   14
 36   16   43   30   29    99    0
 37   14   23   31   31    64   19
 38   37   47   58   58    93   19
 39   48   35   54   55    93   16
 40   18   43   29   29    82    4
