index 460
DMU 200
input 5
output 5
instance 10
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   28   46   43   32   14   32   34   31   31   33    80    5
  2   39   30   19   38   18   37   37   37   38   40    68   18
  3   30   24   49   21   30   23   25   22   25   22    74    1
  4   34   18   45   17   12   27   30   26   30   28    68   11
  5   48   13   16   35   40   25   25   27   29   28    75    5
  6   33   11   44   43   29   44   47   45   49   47    90   19
  7   38   18   21   46   45   36   35   38   38   38    80   11
  8   32   46   19   23   44   45   42   45   41   42    93   12
  9   30   32   17   12   18   29   28   28   28   29    85    9
 10   40   43   31   42   35   38   37   38   37   39    75    9
 11   22   20   29   30   24   29   30   29   30   30    75   11
 12   44   11   44   41   17   32   37   33   39   38    92    8
 13   28   33   50   26   38   36   36   35   36   34    75    9
 14   49   35   34   43   37   37   37   38   39   39    79    7
 15   34   12   39   41   42   29   30   30   32   30    71    8
 16   11   39   49   29   12   19   21   18   18   18    65    0
 17   29   42   39   47   20   27   28   26   26   28    69    2
 18   35   19   45   40   31   27   29   27   30   29    83    1
 19   26   17   34   13   41   25   24   24   26   22    72    6
 20   39   32   41   22   27   27   28   26   28   27    73    4
 21   35   31   20   15   49   36   34   37   36   34    62   17
 22   45   42   43   28   31   43   44   42   44   44    98    6
 23   24   22   39   10   24   32   33   30   33   30    82   12
 24   44   39   45   21   11   32   34   30   33   34    72    9
 25   20   34   49   24   32   39   40   38   38   37    73   15
 26   33   29   39   50   37   42   42   42   43   43    71   16
 27   27   15   46   19   33   46   48   45   49   44    97   20
 28   43   49   21   28   13   37   37   37   36   40    96    6
 29   21   43   26   49   27   33   33   34   31   34    65   11
 30   48   33   17   49   21   37   37   38   38   41    67   16
 31   30   37   25   47   40   41   40   42   40   41    67   17
 32   49   22   28   44   27   38   39   40   42   42    70   17
 33   25   28   17   40   28   39   38   41   38   41    96   13
 34   29   43   36   33   15   40   41   40   39   41    66   19
 35   46   37   17   28   19   39   39   39   40   42    99   10
 36   27   35   34   37   24   49   50   49   48   49    91   20
 37   33   42   23   23   28   42   41   42   40   42    73   19
 38   31   38   32   36   20   43   43   42   42   44    87   15
 39   27   33   23   43   15   34   35   35   33   37   100    6
 40   26   49   39   25   22   36   36   34   33   34    93    3
 41   15   50   27   36   38   39   37   38   35   36    64   15
 42   21   24   31   11   48   31   29   30   30   27    81    8
 43   35   29   31   22   24   35   36   35   36   36    94    9
 44   12   13   20   11   19   19   19   18   19   17    76    7
 45   40   49   45   28   10   53   55   50   52   54    97   18
 46   23   18   35   37   39   38   38   39   39   37    86   13
 47   18   10   20   38   26   29   29   30   30   30    64   16
 48   11   37   42   24   21   21   22   20   20   19    63    3
 49   21   16   24   41   41   26   25   27   26   26    91    1
 50   37   27   31   46   26   34   35   35   36   37    78   10
 51   28   16   12   10   13   13   13   13   14   14    64    3
 52   34   34   35   46   19   42   43   42   43   45    74   18
 53   25   40   46   49   50   32   31   32   31   30    63    5
 54   19   48   26   36   46   31   29   31   28   29    61    8
 55   37   20   26   36   23   23   23   23   24   25    60    7
 56   21   18   46   41   30   42   44   42   44   42    78   19
 57   42   40   35   24   19   34   35   33   35   36    93    4
 58   49   50   33   33   18   35   36   35   35   37    62   12
 59   33   43   35   45   42   46   45   46   44   45    89   10
 60   39   13   19   12   45   36   34   37   38   35    90   14
 61   34   16   18   42   44   28   27   30   30   29    81    5
